Trip_ID,Route_ID,Route_Name,Route_Description,Origin,Destination,Representative_Stop,Latitude,Longitude,Date,Hour,Minute,Weekday,Is_Weekend,Month,Season,Peak_Hour,Weather,Temperature_C,Rainfall_mm,Humidity_pct,Traffic_Level,Traffic_Index,Distance_km_Proxy,Scheduled_Arrival,Actual_Arrival_Simulated,Delay_Minutes,Delay_Severity,Passenger_Count_Simulated,Passenger_Disruption_Score,Transport_Data_Source,Transport_Data_Status,Weather_Data_Status,Traffic_Data_Status,Delay_Data_Status,Passenger_Data_Status,Representative_Coordinate_Note
CHN117887,20943,56D CT5,Manali TO Tondiarpet,Manali,Tondiarpet,Girls Higher School,13.11906,80.15515,2025-05-12,16,45,Monday,0,5,Summer,0,Clear,32.5,0.0,62.1,Moderate,39.0,24.43,16:45,2025-05-12 16:54,9.1,Moderate,43,21.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117888,15800,170A,M.M.B.T TO Tambaram West,M.M.B.T,Tambaram West,Mettu Street Thiruninravur,13.11278,80.02556,2025-01-06,19,25,Monday,0,1,Winter,1,Clear,27.8,0.0,75.0,High,80.9,27.1,19:25,2025-01-06 19:41,16.5,Severe,71,71.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117889,16576,25,Iyyapanthangal TO Anna Square,Iyyapanthangal,Anna Square,Akshaya Apartments Guduvanchery,12.85401,80.06776,2025-11-03,7,10,Monday,0,11,Northeast_Monsoon,1,Heavy Rain,23.9,21.88,82.6,Very High,100.0,25.86,07:10,2025-11-03 07:37,27.9,Severe,74,74.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117890,19388,38D CT,Tondiarpet TO Thiruvotiyur B.T,Tondiarpet,Thiruvotiyur B.T,Pattipulam,12.68892,80.21717,2025-09-06,14,15,Saturday,1,9,Southwest_Monsoon,0,Cloudy,28.1,0.0,70.3,Moderate,38.7,26.85,14:15,2025-09-06 14:17,2.2,On Time,35,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117891,22103,18ACT CT6,Todd Hunter Nagar TO  Royapuram,Todd Hunter Nagar,Royapuram,Villivakkam Kalpana,13.10319,80.20745,2025-02-27,14,40,Thursday,0,2,Winter,0,Cloudy,28.1,0.0,64.4,Low,5.0,26.76,14:40,2025-02-27 14:43,3.9,On Time,25,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117892,19404,S79,Alandur Gandhi Market TO Pallavaram R.S,Alandur Gandhi Market,Pallavaram R.S,Manali Government School,13.16627,80.25856,2025-04-28,10,35,Monday,0,4,Summer,0,Clear,31.0,0.0,75.9,Low,16.8,24.31,10:35,2025-04-28 10:43,8.1,Moderate,47,23.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117893,22006,120G CT,Ambattur I.E TO M.G.R.Koyambedu,Ambattur I.E,M.G.R.Koyambedu,Thandurai,13.11587,80.06329,2025-04-23,8,10,Wednesday,0,4,Summer,1,Cloudy,29.6,0.0,83.1,Moderate,49.9,25.55,08:10,2025-04-23 08:24,14.5,Moderate,50,25.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117894,23841,26 CT15,Central Depot TO  Royapuram terminus,Central Depot,Royapuram terminus,M.F.L,13.17746,80.27023,2025-08-29,17,50,Friday,0,8,Southwest_Monsoon,1,Clear,29.0,0.0,64.2,High,74.2,15.92,17:50,2025-08-29 18:08,18.0,Severe,80,80.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117895,22939,104CX R,Guduvanchery TO M.G.R.Koyambedu,Guduvanchery,M.G.R.Koyambedu,Sri Veeras,13.10887,80.28666,2026-02-14,9,0,Saturday,1,2,Winter,0,Clear,32.3,0.0,72.9,Low,5.0,22.4,09:00,2026-02-14 09:00,0.0,On Time,25,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117896,12806,77P,M.G.R.Koyambedu TO Poochiathipedu,M.G.R.Koyambedu,Poochiathipedu,Girls Higher School,13.11906,80.15515,2026-01-08,5,30,Thursday,0,1,Winter,0,Clear,24.5,0.0,70.3,Moderate,46.5,23.02,05:30,2026-01-08 05:37,7.9,Moderate,16,8.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117897,23191,19D CT1,Semmancheri S.C.B TO Mandaveli,Semmancheri S.C.B,Mandaveli,Gerugambakkam,13.01556,80.13667,2025-01-15,15,15,Wednesday,0,1,Winter,0,Clear,28.6,0.0,75.6,Low,23.2,15.09,15:15,2025-01-15 15:22,7.0,Moderate,37,18.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117898,22542,60E R,Royapuram terminus TO Kundrathur Bus Terminus,Royapuram terminus,Kundrathur Bus Terminus,Pachaiyappas College,13.07583,80.23468,2025-04-05,6,10,Saturday,1,4,Summer,0,Clear,32.4,0.0,66.6,Low,6.4,22.86,06:10,2025-04-05 06:13,3.8,On Time,48,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117899,22543,26M R,Royapuram terminus TO Mugalivakkam,Royapuram terminus,Mugalivakkam,Madhavaram Bus Depot,13.13241,80.2369,2025-11-30,10,30,Sunday,1,11,Northeast_Monsoon,0,Rainy,24.9,2.15,88.8,Moderate,33.7,10.8,10:30,2025-11-30 10:42,12.6,Moderate,39,19.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117900,11601,514Et,Periyapalayam TO M.G.R.Koyambedu,Periyapalayam,M.G.R.Koyambedu,Data Udupi Hotel,13.03685,80.19854,2026-03-15,6,20,Sunday,1,3,Summer,0,Clear,30.7,0.0,64.3,Low,29.9,22.99,06:20,2026-03-15 06:20,0.0,On Time,50,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117901,22671,206,Kilambakkam B.T TO Avadi B.T,Kilambakkam B.T,Avadi B.T,Meppur,13.0316,80.08249,2025-01-19,14,25,Sunday,1,1,Winter,0,Clear,26.9,0.0,78.7,Low,34.7,14.47,14:25,2025-01-19 14:34,9.1,Moderate,36,18.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117902,11544,505,Thiruvallur TO Avadi B.T,Thiruvallur,Avadi B.T,Gnayaru Kovil,13.26097,80.2146,2025-07-03,8,55,Thursday,0,7,Southwest_Monsoon,1,Clear,32.3,0.0,72.6,Very High,88.1,11.84,08:55,2025-07-03 09:12,17.7,Severe,43,43.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117903,23217,101CT1,Tondairpet TO Thiruvottriyur,Tondairpet,Thiruvottriyur,Kumaran Nagar,12.87765,80.22665,2025-03-05,9,45,Wednesday,0,3,Summer,1,Clear,28.4,0.0,56.2,High,64.3,19.46,09:45,2025-03-05 09:57,12.5,Moderate,43,21.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117904,22949,70LCt,Guindy Tvk Estate TO Korattur,Guindy Tvk Estate,Korattur,Arumandai Road Junction,13.22828,80.2181,2025-09-23,12,20,Tuesday,0,9,Southwest_Monsoon,0,Clear,26.9,0.0,71.0,Moderate,38.6,13.59,12:20,2025-09-23 12:23,3.5,On Time,50,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117905,16654,118,Mahendra City TO Tambaram West,Mahendra City,Tambaram West,T S Krishna Nagar,13.08811,80.18379,2025-08-02,13,30,Saturday,1,8,Southwest_Monsoon,0,Cloudy,29.4,0.0,68.0,Low,8.7,17.49,13:30,2025-08-02 13:36,6.2,Moderate,34,17.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117906,21446,102P CT2,M.K.B.Nagar TO  Broadway,M.K.B.Nagar,Broadway,Meenakshi College,13.04222,80.18974,2025-04-05,17,25,Saturday,1,4,Summer,0,Clear,30.7,0.0,60.6,Low,13.3,9.58,17:25,2025-04-05 17:25,0.0,On Time,19,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117907,12513,62M,M.M.B.T TO Madhavaram,M.M.B.T,Madhavaram,Kozhi Pannai,13.09813,80.13752,2026-06-11,21,15,Thursday,0,6,Southwest_Monsoon,0,Cloudy,30.7,0.0,81.0,Moderate,41.2,17.26,21:15,2026-06-11 21:21,6.3,Moderate,22,11.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117908,17168,76,N.G.O.Colony TO Medavakkam Rd.Jn,N.G.O.Colony,Medavakkam Rd.Jn,Power House Kodambakkam,13.05246,80.22025,2026-02-21,15,30,Saturday,1,2,Winter,0,Clear,27.3,0.0,66.1,Low,32.8,13.65,15:30,2026-02-21 15:35,5.1,Moderate,46,23.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117909,22949,70LCt,Guindy Tvk Estate TO Korattur,Guindy Tvk Estate,Korattur,Manali New Town Bus Stand,13.20184,80.27595,2025-10-26,13,10,Sunday,1,10,Northeast_Monsoon,0,Cloudy,30.5,0.0,70.4,Low,28.3,13.59,13:10,2025-10-26 13:13,3.5,On Time,50,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117910,22140,154 CT5,Poonamallee Terminus TO Royapuram,Poonamallee Terminus,Royapuram,Kannigapuram,13.10824,80.26042,2026-02-22,15,15,Sunday,1,2,Winter,0,Cloudy,27.0,0.0,59.0,Moderate,51.1,14.1,15:15,2026-02-22 15:20,5.0,On Time,56,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117911,22589,38G R,Vazhuthalambedu TO Island ground,Vazhuthalambedu,Island ground,Kundrathur Or Thandalam,12.99806,80.09764,2025-06-20,14,35,Friday,0,6,Southwest_Monsoon,0,Clear,30.5,0.0,71.8,Moderate,44.7,11.85,14:35,2025-06-20 14:35,0.0,On Time,39,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117912,24067,3 CT,Perumbakkam TO  Thiyagarayanagar,Perumbakkam,Thiyagarayanagar,Mevalurkuppam,13.01874,80.00666,2026-05-26,5,45,Tuesday,0,5,Summer,0,Clear,30.5,0.0,67.7,Low,37.0,28.07,05:45,2026-05-26 05:45,0.0,On Time,30,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117913,19280,V51 CT1,Nehru Nagar TO Thiyagarayanagar Terminus,Nehru Nagar,Thiyagarayanagar Terminus,L And T Corner,13.31237,80.3247,2025-08-13,13,40,Wednesday,0,8,Southwest_Monsoon,0,Clear,31.9,0.0,75.0,Moderate,50.9,25.59,13:40,2025-08-13 13:47,7.7,Moderate,56,28.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117914,19242,64K CT1,K.Kannadasan Nagar TO Perambur B.T,K.Kannadasan Nagar,Perambur B.T,Chinamman Kovil,13.11553,80.10798,2025-07-30,18,55,Wednesday,0,7,Southwest_Monsoon,1,Cloudy,30.5,0.0,79.4,Very High,92.5,17.56,18:55,2025-07-30 19:12,17.9,Severe,67,67.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117915,23951,S80 R3,Tambaram Sanatorium TO Thendral Nagar,Tambaram Sanatorium,Thendral Nagar,Water Tank Vinayagapuram,13.1399,80.20308,2025-11-07,20,15,Friday,0,11,Northeast_Monsoon,1,Heavy Rain,26.0,14.37,98.0,Very High,100.0,15.03,20:15,2025-11-07 20:45,30.4,Severe,60,60.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117916,20126,23C,Ayanavaram B.T TO Besant Nagar,Ayanavaram B.T,Besant Nagar,Mrc Nagar,13.02108,80.27014,2025-11-12,6,10,Wednesday,0,11,Northeast_Monsoon,0,Heavy Rain,24.5,15.75,76.3,High,79.6,19.52,06:10,2025-11-12 06:30,20.7,Severe,62,62.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117917,11178,36M,Vichoor TO Thiruvotriyur B.T,Vichoor,Thiruvotriyur B.T,Sterling Road,13.0631,80.24437,2025-12-05,17,35,Friday,0,12,Northeast_Monsoon,1,Heavy Rain,27.3,20.4,98.0,Very High,100.0,24.93,17:35,2025-12-05 18:08,33.1,Severe,73,73.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117918,21174,18P CT3,Royapuram TO  Ngo Colony,Royapuram,Ngo Colony,Vallam,12.89379,79.93215,2026-03-31,6,35,Tuesday,0,3,Summer,0,Clear,29.7,0.0,56.2,Low,36.5,11.8,06:35,2026-03-31 06:35,0.0,On Time,28,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117919,11603,514Et,Periyapalayam TO Redhills,Periyapalayam,Redhills,Varadharajapuram Rayappa Nagar,12.92368,80.07799,2025-05-27,5,50,Tuesday,0,5,Summer,0,Clear,32.7,0.0,61.4,Low,30.8,25.13,05:50,2025-05-27 06:01,11.2,Moderate,47,23.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117920,13298,S25,Vadapalani TO Valasaravakkam,Vadapalani,Valasaravakkam,Vadakkupattu,12.93512,80.18228,2026-01-22,5,10,Thursday,0,1,Winter,0,Clear,27.0,0.0,74.9,Low,30.9,23.38,05:10,2026-01-22 05:14,4.3,On Time,33,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117921,19657,25,Poonamallee  TO  M.G.R.Koyambedu,Poonamallee,M.G.R.Koyambedu,Ellaiamman Kovil,13.15724,80.30522,2025-04-18,7,15,Friday,0,4,Summer,1,Clear,28.1,0.0,73.5,High,68.6,22.94,07:15,2025-04-18 07:28,13.8,Moderate,69,34.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117922,13037,99X,Sholinganallur TO Kilambakkam B.T,Sholinganallur,Kilambakkam B.T,Vathal Thottam,13.0623,80.11279,2025-05-12,6,25,Monday,0,5,Summer,0,Clear,33.0,0.0,71.3,Moderate,37.4,17.01,06:25,2025-05-12 06:31,6.9,Moderate,53,26.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117923,18508,19 CT3,Kelambakkam TO M.G.R.Koyambedu,Kelambakkam,M.G.R.Koyambedu,Magaral Kandigai,13.21528,80.04764,2025-09-28,15,50,Sunday,1,9,Southwest_Monsoon,0,Clear,30.7,0.0,68.3,Low,18.5,20.41,15:50,2025-09-28 15:50,0.6,On Time,59,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117924,13030,A1,Palavakkam TO M.G.R.Central,Palavakkam,M.G.R.Central,Meppur,13.03164,80.08269,2025-10-14,21,15,Tuesday,0,10,Northeast_Monsoon,0,Heavy Rain,28.7,6.98,81.5,High,80.2,22.5,21:15,2025-10-14 21:34,19.8,Severe,42,42.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117925,13133,M18G,Hasthinapuram TO Guduvanchery,Hasthinapuram,Guduvanchery,Ezhichur Koot Road Junction,12.84229,79.92798,2025-12-19,18,55,Friday,0,12,Northeast_Monsoon,1,Heavy Rain,28.5,23.61,90.0,Very High,100.0,17.78,18:55,2025-12-19 19:21,26.5,Severe,43,43.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117926,21635,S4,Medavakkam Jayachandran TO Chromepet,Medavakkam Jayachandran,Chromepet,Chennai Petroleum Corporation Limited,13.16142,80.26892,2025-03-18,18,10,Tuesday,0,3,Summer,1,Clear,27.5,0.0,73.4,High,70.8,21.79,18:10,2025-03-18 18:23,13.1,Moderate,77,38.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117927,24033,MAA1 R,Kilambakkam TO Meeanambakkam International Airport,Kilambakkam,Meeanambakkam International Airport,Shankara Nethralaya,13.06747,80.25117,2026-03-22,7,55,Sunday,1,3,Summer,0,Clear,32.6,0.0,70.4,Moderate,41.2,28.76,07:55,2026-03-22 08:03,8.6,Moderate,46,23.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117928,22030,44C CT1,Tondiarpet TO Manali,Tondiarpet,Manali,Shastri Bhavan,13.06685,80.24793,2025-11-01,21,40,Saturday,1,11,Northeast_Monsoon,0,Clear,27.9,0.0,71.2,Moderate,52.9,15.79,21:40,2025-11-01 21:45,5.8,Moderate,52,26.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117929,22186,7K R,Island ground TO Padikuppam,Island ground,Padikuppam,Central Dental College,13.08299,80.28199,2025-11-20,14,10,Thursday,0,11,Northeast_Monsoon,0,Clear,25.1,0.0,67.0,Low,28.1,12.51,14:10,2025-11-20 14:12,2.4,On Time,29,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117930,22879,A45B CT,Anna Square TO Iyyapanthangal,Anna Square,Iyyapanthangal,Secretariat,13.08002,80.28824,2026-02-12,5,55,Thursday,0,2,Winter,0,Clear,29.7,0.0,76.8,Moderate,21.0,10.79,05:55,2026-02-12 06:02,7.0,Moderate,39,19.5,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117931,23387,114 CT6,M.G.R.Koyambedum TO Anna Nagar West Depot,M.G.R.Koyambedum,Anna Nagar West Depot,Gnanamoorthy Nagar,13.11623,80.1636,2026-01-14,16,0,Wednesday,0,1,Winter,0,Clear,26.7,0.0,73.4,High,88.0,21.26,16:00,2026-01-14 16:04,4.7,On Time,44,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117932,17800,114,M.G.R.Koyambedu TO Poochi Athipet,M.G.R.Koyambedu,Poochi Athipet,GUINDY,13.01155,80.21259,2025-08-23,17,25,Saturday,1,8,Southwest_Monsoon,0,Clear,31.2,0.0,67.7,Low,28.3,17.51,17:25,2025-08-23 17:27,2.7,On Time,48,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117933,12548,64M,M.M.B.T TO M.G.R.Central,M.M.B.T,M.G.R.Central,S.I.E.T College,13.03556,80.24794,2025-09-22,12,40,Monday,0,9,Southwest_Monsoon,0,Clear,28.7,0.0,67.0,Moderate,41.6,26.08,12:40,2025-09-22 12:43,3.2,On Time,23,0.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117934,23818,113,Guindy Tvk Estate TO Redhills,Guindy Tvk Estate,Redhills,Nethaji First Bridge,13.13331,80.2801,2025-05-08,17,20,Thursday,0,5,Summer,1,Cloudy,28.3,0.0,76.0,Very High,77.6,26.19,17:20,2025-05-08 17:43,23.2,Severe,48,48.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
CHN117935,22454,S11 CT4,Ngo Colony  TO  Keelkattalai,Ngo Colony,Keelkattalai,Erikarai Pillaiyar Kovil,13.10056,80.1426,2025-11-06,17,25,Thursday,0,11,Northeast_Monsoon,1,Rainy,24.2,9.65,92.0,Very High,100.0,12.12,17:25,2025-11-06 17:43,18.0,Severe,52,52.0,ChennaiGTFS / UngalSoththu MTC GTFS,Public route/stop data,Simulated feature for capstone experimentation,Simulated feature for capstone experimentation,Simulated target for capstone experimentation,Simulated operational feature,"Coordinate is a representative public GTFS stop point, not a recorded bus GPS position."
